emotion,sentence
Anger,"đánh bố mày như này xem , bố túm được 1 con bố xiên chết cụ mày"
Enjoyment,mai tao cũng đi ship mới được . có bài này áp dụng luôn .
Surprise,vũ khí sinh học này mạnh thật !
Enjoyment,"chồng biết không , hihi"
Other,per vợ thích bếp ga mini hay loại bếp ga đôi nào 😂😂😂😂
Other,giả sử mà bị thằng nào bỏ túi cả lọ nó có chửi không nhỉ
Other,"mỗi lần mẹ tao sai tao nhóm lửa , chắc tao nhóm hết 40 tờ giấy , và 1 tiếng sau mớii có lửa 😌"
Enjoyment,giờ mới biết =))
Other,per hôm nay tới lượt đứa nào nấu cơm
Anger,dm kiện cho đi tù chết mẹ đi
Disgust,mặt con ngáo còn hiền hơn con đứng trên cây cột
Sadness,chả bù cho con ml này . đợi mãi không thấy nó về . hy vọng em không bị bọn xấu bắt lên dĩa là tốt rồi :(
Sadness,ng ta cuối cùng thì cũng được còn tôi thì never 😞
Enjoyment,dễ thương vãi =)))
Disgust,cô chủ nhiệm óc chó quá
Disgust,mấy thằng vô học
Enjoyment,chuột nhìn thấy mèo sợ là đúng rồi =))
Enjoyment,hè về chỉ thích ăn cái này .
Enjoyment,per trời đựu cầu hôn nó phải thế . đã đẹp trai còn có não
Enjoyment,qua câu chuyện vừa bịa ra tôi hi vọng các bạn sẽ có cái nhìn thoáng hơn về csgt việt nam 😂😂
Other,chúng mày ngồi canh đó cho tao . có con muỗi nào hó hé là ăn liền ??
Fear,"thứ yêu nghiệt , nhỏ g vẫn sợ nó nhất sau mấy con lắm chân t . t"
Sadness,quá ý nghĩa . mình trẻ mà chắc gì làm được vậy
Disgust,"thôi , bớt bớt đi không có ngày lại thiệt thân , nguyên 1 cái vỉa hè rộng thênh thang còn lắm chuyện , lúc nó đánh cho lại bảo bạo lực với nữ"
Enjoyment,trời ơi . dễ thương quá luôn ❤️❤️
Other,cho hỏi cây cầu này ở đâu vậy ... ai biết chỉ dùm tôi cảm ơn ! 😂
Enjoyment,đcm ngôn tình vãiiii
Sadness,rồi đất nước mình sẽ đi về đâu .:'(
Other,thời buổi này là thằng con trai trước hết phải có khả năng kinh tế phải nuôi được bố mẹ rồi hãy tính đến chuyện kết hôn
Sadness,"chịu hay không không quan trọng , quan trọng là không có ai lấy"
Other,"có hay không là ở nơi ta , đời không thú vị nhưng ta lại thấy thú vị khi được sống ở đời"
Sadness,ngoài những bài chia tay vì lí do vớ vẩn ra thì neu cũng có những bài đăng đọc rồi còn nhớ mãi .
Disgust,dm . nó xấu cả tính lẫn nết bố đẻ . nó còn không chịu . được thằng nào bốc nó đi cái
Other,không thuộc kịch bản chuẩn mẹ rồi
Other,khi đời quá mệt mỏi . đi tìm 1 chút drama
Other,chỉ là nóng quá tắm cho mát thôi mà
Enjoyment,cho em xin tên facebook của c trong video để khi buồn em có thứ mua vui ạ . cám ơn mọi người
Enjoyment,per bị chữi thì ráng nghe mà vui đi nghe . cứ như nghe hát miễn phí 🤣🤣 còn bị chữi là còn hạnh phúc . nguoi ngoài ngọt ngào nhưng chắc gì đã thật lòng đâu
Disgust,trời ơi ai nuôi chó mà để nó tội thế kia . đéo có trách nhiệm
Disgust,"yêu nhau lắm cắn nhau đau , tao thấy dòng chảy tiền kiếp của 2 đứa mày là vậy"
Disgust,"mày đấy , đừng làm tao đau đầu thêm"
Surprise,thật không thể tin được
Fear,có đứa nào vừa xem vừa sờ tai mình không ? sợ vãi :<<<
Enjoyment,truyện thật đây này . đang đi bình thường qua đoạn cầu giấy anh csgt thổi lại “ gạt chân chống lên em . anh nhắc nhỉ thôi . đi đi “ 😂 hú hồn
Other,nhìn như nó muốn dẫn nhỏ đó đi đâu ấy
Enjoyment,ổng đang chán ai tán yêuc luôn 😂😂
Disgust,camry nhập thường cán bộ . mà cán bộ anh em hiểu rồi
Enjoyment,"các chuỵ của iemm hoang sury lưu cẩm ly vui quá cơ , ghét nhau lắm có yêu thương gì đâu 😆😁😁😁"
Enjoyment,"cưng vậy trời , anh cho em xin ảnh nha ạ"
Other,"bà này đéo gặp mình nhỉ , đọ luôn"
Sadness,"tao nghĩ chắc do kiếp trước mình tu chưa thành tâm nên kiếp này cuộc đời tao như 1 trò đùa , tạo hóa ghẻ lạnh . chán đời :)))))"
Disgust,biết đâu nó không thích bạn mà chỉ tiếp cận bạn vì đã lỡ yêu thằng bạn thân của bạn
Enjoyment,thông minh :v
Anger,bọn này không phải là người . cho đi tù hết . chỉ sợ nó có tiền nó bịt miệng thôi
Sadness,"ôi đời vẫn là chịu không nỗi đời mà , chán"
Enjoyment,là crush ông nào thì chạy ra bế vào nhà dễ dàng có người yêu :)
Anger,per thế lol nào lần nào đến fucklong uống cũng gặp ex - đồng nghiệp đứng cửa chào tụt mút đéo muốn uống nữa :)
Other,"nên nhớ chẳng có cơn giận nào chẳng bùng nỗ , chỉ là nó đang bị nén lại ."
Disgust,"bạn này không biết cách dọn phòng rồi , phải áp dụng hóa học vào đây nhé , mút sẽ bị tan chảy khi tẩm xăng vào , cho nên bạn cần phải đổ xăng vào mút , việc tiếp theo là ta cần 1 ngọn lửa"
Sadness,người yêu tao bỏ tao rồi :(
Enjoyment,giờ còn lo học sánh vai với cường quốc 5 châu ai lại đi cưới chồng bây giờ :))))
Enjoyment,đâu phải ai muốn thích tao cũng được đâu
Enjoyment,hạnh phúc thật :))
Other,bọn này lại muốn nổi rồi !
Other,ờ thì 1 con ngựa ăn cả tàu bỏ cỏ vì con ngựa nó ăn hết cỏ rồi 😂😂😂
Other,nó hiền thôi chứ nó hung lại đấm cho không trượt phát lào . 🤣
Surprise,ủa chuyển biến bất ngờ vậy
Anger,"quỳ rồi chết ông chết bà chúng mày à ? tao hồi xưa đi học còn ăn cây như cơm bữa , véo tai mỗi ngày ? dume học thì ngu phá thì giỏi bắt quỳ là nhẹ rồi ở đó mà gáy con cặc"
Other,dume đáng yêu vãi để tao vào chăm mày
Disgust,nghe tiếng ăn tợp tợp ám ảnh quá
Other,thử im lặng xem như nào
Sadness,thôi mình nói đùa đấy :(
Disgust,ít bị trầm cảm với vui vẻ đâu không thấu chứ ế sấp mặt vì không giống gái là có à
Enjoyment,bạn này yêu bố nhiều lắm mới vui vì bị bố mắng . chứ ai đời bị la mắng mà kể lại cho người khác nghe mà vui đến thế
Sadness,"hôm bữa 2 bình siro dâu thấy tiếc , nay bình mật ong còn tiếc hơn"
Surprise,không làm gì cũng thành fan cứng là sao ?
Enjoyment,đoạn nộp bài kiểm tra mới tức cười ông thầy :))
Other,"má , 1 ngày tao ho 3 4 lần . tao có nên dừng ho lại không mày"
Enjoyment,có ai xem xong không sợ với không giật mình như tao không @@
Surprise,per wow
Disgust,anh ơi đấm nó một cái cho em nhé sống mất dậy đéo tả được
Other,gần có tiền để mua
Enjoyment,dễ thở hơn so với đề văn sáng nay 😂😂😂
Other,tao đã làm theo video này và kết quả là .... thôi cán bộ kêu tao quét dọn rồi quét xong tao kể tiếp
Enjoyment,""" tụi mình tuy không yêu nhau hai lần , nhưng nếu có cơ hội ... anh chắc chắn vẫn tặng em đoá hồng đẹp nhất """
Surprise,ko phải để xé giấy ak ?
Enjoyment,chúc mừng
Sadness,1 thời gắn bó với nó . nhớ lại ngày xưa cực khổ
Other,xem ra giá cả và chất lượng mà không oke thì không ổn ...
Sadness,ước gì ba còn sống để làm điều đó với má . nhớ ba ❤️
Fear,có chuyện gì thê bố . bố đừng làm con sợ :((
Disgust,lêu lêu mày :)) đồ con chó không có mẹ ẳm :))
Other,đang tìm ra 1 điểm sai nào đó nhưng có lẽ không có :)
Enjoyment,bộ phim đáng xem đó mấy man
Other,per quan trọng là phải có hội nói sấu sếp :v
Enjoyment,bà nuốt quả chuối tao cười tao ẻ
Sadness,😭😭😭 sinh lão bệnh tử hẹn gặp kiếp sau
Sadness,tao đa khóc khi xem phim này 😭😭😭😭😭
Enjoyment,"con mong bác dù nghèo nhưng sống luôn luôn vv , chúc bác 1 đời bình an"
Enjoyment,thương nhau còn chả hết dỗi nhau làm chi 😂
Disgust,đéo bao giờ luôn :)
Enjoyment,"câu này lên "" nhanh như chớp "" được nờ 🤣"
Disgust,ý thức của thằng lái xe đấy kém quá cho lên nó phải chả giá bằng tiền mặt thôi . không có gì phải chách ai cả .
Sadness,yêu quá đi mất . tuổi thơ của mình toàn nện mấy thằng con trai . trong lớp mình toàn làm xếp nên chẳng được giúp đỡ
Anger,ngứa mắt lắm à nhen
Enjoyment,phìm này rất rất hay đôi với ai sống hướng nội !
Fear,e vừa bị điện cao thế giật hôm 17 chạp . bh nhìn cái ông này mà sợ .
Other,đây là kiểu tự tay bóp dái nè
Sadness,tận cùng của tan vỡ ah có biết là gì không ?
Disgust,gặp tao thì tao khinh
Other,"năm ngoái lấy ghế ra ngồi rồi , năm nay lấy xe chạy ra đường để nhìn cho rõ"
Other,quan trọng vẫn là cái phải đẹp trai . rồi mới sau đó nữa ... lạ gì các bà
Sadness,"per hay đó bro , trừ điểm bro chưa bao ăn :)) - 10"
Anger,mất trật tự thôi có cần phải z không bắt đứng là được rồi cùng lắm là mời phụ huynh vô nói trao đổi có cần phải bắt quỳ trước lớp z không như z khác nào chà đạp lòng tự trọng của nó .
Sadness,moá hồi hợp chờ main thắng ai dè thua bởi cái mông huhu
Other,mình hiền mà lúc cáu là chỉ im lặng không nói gì thì là sao ta 🤔
Disgust,toàn để báo nó giật tít không thèm đọc cả bài rồi giãy nảy lên như đỉa phải vôi
Sadness,buồn vì mình không giúp được gì cho ai . nhìn những người khác khổ hơn mình mà thấy thương họ
Other,per muốn nói gì phải ngó trước ngó sau không chi mất đầu như chơi 😂😂
Disgust,"câu chốt .... "" chuyện cổ tích per "".... thôi tao quỳ ..."
Disgust,"chán đời các thanh niên , dơ nhục chứ hay ho đéo gì"
Surprise,"nhìn 1 hồi thấy quen quen , ai ngờ đúng thật :)))))))"
Enjoyment,"những chuyện trọng đại trong đời ... ta cứ nghe lời vợ khuyên , và làm ngược lại ắt thành công ????"
Other,lại cho lên chơi với các cụ 😌😌😌
Fear,không muốn yêu ai cả
Sadness,bộ cuối nhìn đau lòng thật :(
Enjoyment,động lực của phan con gái
Other,đẹp không
Enjoyment,ý nghĩa và đáng suy ngẫm thật
Disgust,chó đã biết chê cứt
Fear,sợ vãi linh hồn 😞
Enjoyment,đi đâu cũng ngó ngang ngó dọc để được nhìn thấy crush 😂 ngóng nó đến mức cổ dài ra hẳn mấy cái 😂
Enjoyment,đúng vậy dù có mệt mà đồng nghiệp nhiệt tình vui vẻ là cùng muốn đi hoài
Enjoyment,cái ông aamir khan đóng phim nao cũng hay và ý nghia het
Sadness,rồi chưng ngắn như tao sao nhảy qua 😿
Disgust,"rốt cục sao chúng nó mò về tận nhà bạn nhỉ , kinh vãi"
Other,vỉa hè rộng thênh thang mà nhỉ
Enjoyment,bếp dầu ngày xưa thật ý nghĩa
Sadness,lâu rất lâu mới gặp được lần rồi liết mắt nhìn cái :)))) chưa thấy nó cười
Enjoyment,giận lại là cách giải quyết nhanh nhất . để khẳng định là mình luôn đúng 😃
Disgust,nhìn ghét nhỉ :))
Sadness,tao chả nhớ ngày tháng năm sinh của mẹ tao và ngược lại :((
Enjoyment,em ấy còn cười được chứng tỏ em rất mạnh mẽ
Other,lấy rơm nấu cơm và cái kết
Disgust,có án rồi đừng làm trò . anh hùng rồi lại quay lại trại đấy :)))
Disgust,hư hỏg cả thế hệ
Enjoyment,cảm ơn . anh .
Enjoyment,mất tiền khôn cũng đáng mà .
Enjoyment,"thương vãi , yêu vãi 😍😍😍 tao cũng thèm có em"
Other,per nơi tình yêu bắt đầu kìa bao nhiêu
Enjoyment,đúng cát bà rồiii ~
Fear,"có ai nhìn thấy giun đang bò trong ảnh không , sợ vãi"
Sadness,tao đau lòng quá
Surprise,ồ ra thế . tớ sẽ lưu ý :)) mong sẽ có cơ hội sờ nó . nhìn như cục bông í uwu
Enjoyment,xem giải trí thật
Enjoyment,giờ mới hiểu tại sao lúc đầu nhà hàng không cho đặt chỗ ..... má nó li hôn 3 lần rồi lần nào cũng phải giảm giá 30 % nó ly hôn thêm vài lần nữa chắc sập bà nó tiệm
Disgust,đã ngu lại con tỏ ra nguy hiểm .
Sadness,giống tao . nhưng cô ấy có hiểu đâu
Enjoyment,uất quá anh ấy cũng phản ứng cãi lại . hì hì đáng yêu quá
Sadness,nhà tao có nhưng nó rỉ sét hết rồi :((
Anger,người mất dậy thật thì không bao giờ cảm thấy mình mất dậy . và người mất dạy thì cứ địt mẹ người khác và nói người khác là người mất dạy . tôi nhầm hành tinh chuẩn mẹ rồi .
Enjoyment,hồi bé bị ghiền mùi này :))))
Enjoyment,lạy ông nào nghĩ ra kịch này !!!
Sadness,thấy tội nó ghê ????
Enjoyment,"thiệt là cao minh , hahaaa"
Other,tao chơi với con trai nhiều nên tao mất lòng tin vào con trai rồi
Other,tốt nhất là phải sử phạt thật nặng thì các trường hợp như vậy mới không tiếp tục xảy ra
Other,dĩa bay . trả lại để tôi về
Enjoyment,"per cố gắng lên nha anh , mọi điều tốt đep đang chờ anh 💓💓"
Sadness,per 2 ly trà sữa bạn làm rơi mà chưa thấy bồi thường lại mình 😞
Enjoyment,ỏ đáng yêu =)))
Disgust,hết hồn . sợ quá nhỉ . nhạt !
Sadness,chắc phát khóc mất 😭
Enjoyment,những người thương tôi không phải buồn vì tôi mà là tự hào vì tôi
Disgust,"10 triệu có lẻ quá ít so với số tiền mà bọn nầy được thê để phá hoại cả một nền chăn nuôi gia súc nói riêng , cả một nền kinh tế nói chung ,,,,"
Enjoyment,cười ỉa thánh nào làm video này
Other,bài này quen quen
Fear,rất nguy hiểm
Sadness,nhìn quả mặt của nó thì tao công nhận thất tình thật đáng thương ?
Sadness,tội quá . thương em
Disgust,mập mà xinh nó sẽ khác mập và xấu - _ -
Other,đồng nghiệp là ai kệ mẹ nó quan trọng lương bao nhiêu
Sadness,mỗi mùa trung thu đến nhìn người ta mua bánh tặng nhau mình lại thấy chạnh lòng ! 😞
Other,khác xưa thật mà
Enjoyment,khá quá nhể :)))
Sadness,"t thề mỗi lần dọn phòng sn này thì banh kem , pháo kim tuyến . đủ các thứ . khóc mà bụt nó đéo lên"
Fear,toàn tặng đồ gây sát thương thế kia khả năng bị phản damage là rất cao
Enjoyment,"bỏ qua mấy dòg chữ , nhìn khuôn mặt con bé không thể nhịn cười per :))"
Anger,"bọn này đóng điện cho nó đi luôn , giữ làm gì cho chật đất"
Surprise,tui còn chưa biết sì phố là gì . ổng biết luôn á trời
Other,hàng cổ rồi anh ơi
Surprise,a cũng ở trong đây à
Disgust,đổi cả cuộc đời giống người tàn tật để được cái video này .
Enjoyment,yêu quá hóa điên 🤣
Disgust,"per tao đã khuyên mày rồi mà không nghe , làm màu chi mà tặng hộp quà cho bự để người ta dọn cực khổ đến nỗi đăng lên mxh kìa 😩"
Disgust,"chọn thằng nào không quan trọng , vì đằng nào cũng không có thằng nào nó thích em đâu mà ảo tưởng =))"
Enjoyment,buổi tối vui vẻ và ấm áp nhé đại kỷ nguyên ! tương tác cho hằng khỏi trôi bài nhé !
Enjoyment,tụi nhỏ dễ thương quá
Enjoyment,vậy mình xin chúc đk n năm tới không còn cô đơn nữa nha kkkkklk
Disgust,toàn mấy con bán hàng online đăng để cau view thôi phạt nặng vào
Sadness,ngày hôm ấy tuyệt đẹp nhưng lại đượm một nỗi buồn ngày mai thôi chg được gặp thầy cô bb lũ chúng tôi khép cánh cửa ấy lại nhìn lại toàn bộ khung cảnh ôi thân thương biết mấy cảnh vật quen thuộc sẽ không được trông thấy nữa
Disgust,nhỏ mà mất nết
Disgust,200 triệu này lấy từ nguồn ngân sách nào để bồi thường ? hay cứ lấy từ từng đồng tiền thuế của người dân để sửa sai lầm cho 1 cá nhân hay một đơn vị tư pháp ?
Disgust,thằng này bị điên chuẩn mẹ rồi
Sadness,đúng là nói thì dễ hành động không bao giờ làm được )))
Other,nhà nước pháp luật việt nam lên tiếng hộ em nó cái
Other,theo tao thì mày nên chọn thằg nhiều tiền . đến năm cuối thì mày quay lại chọn với thằg nhiều tiền học bổg . m hỏi vậy là mày được lựa chọn mà . đấy là cách tốt nhất cho người hám tiền như mày
Enjoyment,nghe nói 2020 hơn 4tr đàn ông sẽ ế vợ . mình chỉ việc chờ thêm 1 năm nữa thôi là đăng tin tuyển chồng 😂😂
Enjoyment,đại học vui lắm cậu :)) weeee
Disgust,"chú em còn non quá , kêu thu ngân đánh thêm phần phụ thu dọn vệ sinh 200k , không đưa thì kêu bảo vệ không cho lấy xe , đó quy định hầu hết các quán karaok , trường hợp phụ thu là mang đồ ăn ngoài vào , ói trong phòng , và đỗ bia nước ngọt , xả rát kiểu như trong video"
Enjoyment,k cần biết nội dung ... nhìn mặt con bé thoy muốn cưới về cho con trai mình ngay rồi 😂😂
Enjoyment,ngày bé nấu hoài không chín . tức rủ mấy đứa ra đốt cả đống rơm nhà hàng xóm
Sadness,"crush đi nhậu rồi say , rồi bị thịt ... hic hic"
Disgust,"trong tất cả các con , con mèo là mất dạy nhất …"
Disgust,"cây hoa sữa thì nói cây hoa sữa đi , tình yêu tình báo gì ra ngửi mùi chắc mất mẹ tình yêu luôn"
Enjoyment,thương thương con =)) yêu ghê cơ ý cái mẹt hờn dỗi
Disgust,"cái thế giới loạn hết rồi , loạn thật rồi , trả tao cái đĩa bay"
Enjoyment,quê ở huyện kế bên mà chưa 1 lần đi =))))
Enjoyment,hãy cười thật tươi để cho cuộc sống của bạn trở nên thật tuyệt vời 😁
Enjoyment,tuyển ngay về làm nghiên cứu viên cao cấp cho các hãng khóa :d
Other,"tao cứ nhìn xong nghĩ , tay nào cầm bút là tay phải ,"
Other,"nó sẽ ra cái ốp , lo gì thiếu đồ chơi"
Disgust,"ờ đúng rồi , có thể chỉ là đang lợi dụng mày viết content free xong thích là sửa thôi hihi"
Enjoyment,con bé cưng gì đâu . vk ơi anh muốn có cục bảo bối như vậy per
Enjoyment,cưng quá trời luôn
Disgust,a triệu mua quả báo thì quá rẻ mạt 😞 tiếc là luật có vậy 😏
Enjoyment,cực kì bản lĩnh lẫn liều lĩnh
Enjoyment,aeon tâm lý thế :)) mày . n vào mua que kem tránh nóng
Disgust,người ta đỗ dưới lòng đường chứ đỗ vào nhà chị đâu mà van hóa gì . chủ thớt mới là người ấu trĩ lạc hậu nhé
Enjoyment,chị lỡ mất 1 nhịp tim vì cưng đấy ❤️❤️❤️
Enjoyment,:)) đéo hiểu sao mấy phim truyền hình của ấn xl vãi mà phim như thế nào thì lại qá hay
Sadness,per chán quá
Sadness,nghe thấm câu vàng trắng nhưng thực tế là trắng tay thôi nghe mà buồn
Other,thoa kem chống nắng như người ...
Surprise,per đấy móng tay dài nhất thế giới đấy
Other,đằng nào mà chẳng thịt chẳng qua sớm hay muộn thôi
Other,trên thì một kiểu dưới thì kiểu khác
Sadness,"nhạc buồn quá . bài này là bài "" chia tay trong chiều hoàng hôn nắng úa màu "" - justin bieber cho bạn nào chưa biết nhé . :'("
Enjoyment,per đây . cô gái bán hàng thú vị đây . phải xem cho hết
Sadness,dẫu hiên ngang giữa đất trời gặp con vợ đểu thì đời cũng xong
Enjoyment,"cmt buồn cười vll , nhớ mình cừng có kinh nghiệm chạy ngỗng :)))"
Other,"lớn lên rồi ta sẽ tự hiểu .. "" tại sao ngày đó cha mẹ thế này thế kia với ta "" ..."
Other,hình như câu này quen quen ý le tuyet nguyen nhỉ
Anger,nó ăn cà rốt chứ nó ăn cái gì mà liếc quễ mều mặp 😡😡😡
Enjoyment,quả này cũng chất lắm
Fear,hồi bé bị ngỗng dí hoài =)) sợ vãi
Sadness,tao ngồi tao khóc 1 buổi ☹️
Enjoyment,crush của tao đi làm rồi . hihee . sáng mai mới về cơ 🤣🤣
Sadness,khoảnh khắc mày nhận ra mày còn đéo bằng 1 thằg nhóc còn trong bụng mẹ :((
Other,chúng mày cứ ra phim boom tấn cho nhiều vào
Sadness,cao quá cũng khổ chứ sung sướng đéo gì 😓
Disgust,ý thức quá kém .
Disgust,bẩn bựa vlon 😤
Disgust,một con cá chép đang bơi trong hồ mà đã tính chuyện đánh bại những con rồng vẫy vùng 5 châu !
Enjoyment,ai cũng nói tao đẹp troai . hiền lành nhưng chưa biết lúc tao lên cơn 😂😂😁
Disgust,điên
Sadness,chủ tịch đi nặn mụn ở tai và cái kết khóc thét
Other,hành vi của người bố có phần nào ảnh hưởng đến đứa con . cô bé cười . không phải vì cô bé mạnh mẽ . mà là cô bé đã bất cần
Sadness,xem phát khóc mẹ luôn 😭😭😭
Enjoyment,per nhìn nó gớm những vẫn khoái coi . thú vui biến thái dễ sợ
Sadness,mèo nhà tao gửi 10 ngày về ăn tết lên nó thành mèo hàng xóm này ( nhà hàng xóm bán cá ) :((
Other,"còn những người bình thường rất dữ , thật ra họ hiền lắm , nội tâm lắm"
Other,giống như thổi khí vào bong bóng đến một lúc nào đó thì nó phát nổ
Enjoyment,ha ha ....
Fear,nhìn giống mấy đặc vụ của cia . sợ thế :))
Other,tao đang thă ́ c mă ́ c ta ̣ i sao thă ̀ người da đen no ́ quen được con nho ̉ da tră ́ người ngon va ̃ i thê ́ nhy ̃. 😑😑😑
Fear,thế giới giờ đáng sợ quá rồi 😌😌 tâm phải tịnh không là tiêu nha mấy ông 😢
Disgust,"vietcombank phục vụ tệ , phí cao , mang mác nhà nước nên vậy ."
Surprise,bất ngờ vãi =))
Sadness,bữa cơm trưa nay tăm tối như cái ava của tao vầy :((((((
Disgust,hội những con pug láo lếuuuuuu
Anger,dè nghị khởi tố luôn những người biết mà che dấu
Other,per mày đang nghĩ đến ai
Sadness,bà già đau khổ
Sadness,"không phù hợp thổ nhưỡng , khí hậu . vậy mà vẫn tung hô , dải ngân để làm khổ dân . quả bóng trách nhiệm chẳng thuộc về ai cả . 😢😢"
Disgust,đúng là cái thứ vô học
Sadness,nhiều lúc em di từ từ chưa kịp đỗ đã có n ra bảo không được đỗ ở đây chán qúa
Enjoyment,chỉ cần thích cái là muốn rụng tim
Sadness,vui tính tí cũng khó cơ
Sadness,chỉ còn lại tro tàn
Disgust,lỗi tại thằng quay phim . cắt không đúng lúc
Enjoyment,kkk ... bếp dầu một thời ta hay nấu đây nè
Fear,đag đi học mà gặp cảnh này :)) chắc chạy về cúp học luôn
Anger,anh con mẹ mày :)))
Surprise,ngạc nhiên đấy
Other,xã hội giờ càng ít nói như tao thì càng ngoan hiền
Other,nhìn mặt con bé kiểu . ơ cái gì vậy
Disgust,hư cấu 😌
Enjoyment,bộ phim ấn độ duy nhất xem được lol
Other,vậy mới biến thành người nhện được
Enjoyment,per đã hiểu sao hè năm ngoái có quả lịch học vãi chưa =))
Enjoyment,rõ ràng vẫn là một người mà cắt tóc xong nhìn đáng yêu vãi :v
Disgust,đm lúc tao học đến chương đó nguyên tiết bà cô toàn chia sẻ kinh nghiệm chuyện tới tháng 🙂 đéo thú vị được như vầy :vv
Other,vật chất quyết định ý thức
Enjoyment,per đã hiểu tại sao thằng bạn mình đam mê gym .. thì ra đây là nơi nó được sống thật với giới tính của mình ..🤣🤣🤣
Enjoyment,họ vui là được rồi :)))
Enjoyment,đáng yêu phết nhể
Sadness,có móng tay dài cũng khổ
Sadness,"cậu ấy tán tôi , tôi từ chối . thế là từ đó chúng tôi đéo làm bạn được nữa !!!"
Enjoyment,per nhìn đẹp thiệt mày
Sadness,mùa mưa đến sớm rồi huhu
Disgust,có mà đầy người như vậy ý ... ăn vô máu họ rồi
Other,tình hình này tháng sau cũng đi tập gym mất
Other,nhiều khi chỉ ước gì mấy đứa bá dơ này có thể chết thay cho chị nữ sinh giao gà thì hay biết mấy ...
Disgust,bởi vậy không nên bình luận trên facebook làm gì . nhìu đứa nó nhây cãi lộn mệt người .
Sadness,giờ anh gù lấy đâu ra chỗ ở :'(
Other,"chúc mày mau khỏi nhá , team thích ăn thịt gà như tao ??"
Sadness,tiếc là 23 cái xuân rồi chưa gặp được em . có ai giống tôi không
Sadness,gặp được em nhưng sẽ chỉ quan tâm và bảo vệ em từ xa
Enjoyment,bộ phim việt lần đầu xem thấy hay cảnh quay đẹp !!
Sadness,"ngày chia tay , chúng tôi đã ôm nhau khóc"
Enjoyment,thật đúng đắn khi đã follow page này !
Disgust,đm mẹ bạn thân
Disgust,chưa nhớ vụ công viên nước hồ tây à :)) mấy con chó đực nứng dái
Anger,"đọc bình luận không thấy ai khen cute dễ thương đáng yêu này nọ nữa nhỉ :))))) một ngày đẹp trời bạn ra ngõ đứng hít không khí , con mèo sẽ kệ mẹ bạn , con chó vẫn sẽ đi đái bậy , nhưng con một lằn này thì đéo , nó phi con mẹ nó ra dí chạy như một con điên"
Sadness,21 năm chưa crush ai thì có gọi là ế thâm niêm không hả các bác
Other,ơ thế chưa ai dẫn ngài trump đi ăn bún đậu mắm tôm hả ?
Fear,trích mà như vầy rồi . sao dám coi phim đây 😢
Sadness,cô ấy hết thương tao rồi
Sadness,"dăm ba cái thể hiện tình cảm này ngày xưa tao đầy , nhưng từ ngày cưới xong đi qua đường chắc chồng tao rơi mất não nên chưa thấy lặp lại bao giờ . 😌"
Surprise,wow không thê tin được bô mong tay day thât kinh
Other,"nhìn này thần sắc thế kia thì đeo sao đâu , yên tâm đi không được hốc hôm nay thì hôm sau hốc lo cái đéo gì chứ"
Disgust,có cái lol chuột nó sợ
Disgust,có đến hàng trăm năm sau đi nữa thì trẻ trâu vẫn luôn tồn tại theo thời gian 😀
Enjoyment,đụ mẹ cười ỉa ????????
Sadness,xem xong thấy buồn quá
Disgust,diễn vãi
Fear,"bị ngỗng mổ sợ vãi_chưởng , hồi bé tao đã không sang nhà b tao cả tuần trời vì nhà nó mới nuôi ngỗng mà bình thường tao toàn ăn chùa cơm nhà nó thiếu điều làm con nuôi nhà nó nữa thôi :))) nhắc lại mới thấy sợ vãi"
Anger,cho chết
Surprise,per sao chủ đề gái mê tiền dạo này hot nhỉ :)))
Enjoyment,"ra đi là lựa chọn đúng , ở lại incheon để gánh team làm gì cho mệt ra lại bị tiếng xấu ."
Fear,người trái đất thật đáng sợ mà - _ -
Enjoyment,"per tải thử cái này cho cún đi chị , hay phết này"
Anger,phải cho chúng nó vào tù hết 1 lượt cho chúng nó ăn chính thực phẩm chúng nó bán đi cho nó nhớ
Fear,trông rợn vãi :))
Other,"rồi , chợt mình tỉnh giấc :) mơ đủ rồi đó"
Disgust,thấy chưa ... ổng lấy váy cưới của vợ kìa . t nói đâu có sai . :v
Fear,vãi linh hồn .
Fear,per hồi nhỏ chuyên gia đi ngang nhà hàng xóm là bị nguyên bầy ngỗng nó dí nó rượt chạy khóc la um xùm .. giờ còn ám ảnh 😭
Sadness,chủ thớt sấp mặt rồi
Fear,thế giới này thật đáng sợ ai chả đĩa bay cho tao về hành tinh tao đi
Other,per nhịn ăn để đi
Enjoyment,mình còn để ảnh bạn ấy trong thẻ học sinh xong bị thấy cơ
Disgust,thằng lồn nào chế ra cái này tao nghĩ nó hơi bị thiêu muối đấy nhạt vãi lol ra
Disgust,bộ cứ thân là ở với nhau đuợc à ?? sai lầm vãi
Anger,nói tóm lại mau axít đậm đặc bỏ vào thùng nhựa để kế bên cho nó thấy chắc là ổn nhớ đừng làm chuyện dại nhá
Sadness,thôi xong . chia buồn cùng quý quốc
Other,nhà tạp hoá đấy hả ... :))))
Enjoyment,"đúng vô cùng , không cần biết làm mệt việc nhiều lương thấp ra sao , làm ở 1 nơi đồng nghiệp như những ngừoi chị trong gia đình , đi làm mà cảm giác thoải mái vui vẻ như ở nhà . nơi có thể ở 9 tiếng 1 ngày"
Fear,nó bể 1 phát lúng tới cổ dume tởn tới già
Fear,per coi phim này chắc chết luôn trong rạp 😂
Other,sống chậm lại và yêu thương nhiều hơn các bạn ạ
