emotion,sentence
Positive,đáng yêu quá mức
Positive,cũng may là hết thời đi học rồi .. không lại từ “ con nhà người ta ” nó lại được nhắc liên tục trog bữa ăn hàng ngày 😅
Negative,a per ..... nhìn những hình ảnh này ... sao em nhớ về anh quá .... 15 năm ròng rã .. giờ anh lưu lạc nơi đâu . 😭😭😭😭
Negative,đang thất tình mà dume cứ bắt đi bán xoài @@
Neutral,ổng múa đẹp thiệt chứ bộ .
Neutral,đoạn phim thôi mà ý nghĩa thế
Negative,có ai không bị giật mình như tao không . nhạt vãi =)))
Negative,"tao có 4 cái ăn không tao share bớt cho , cạch mặt đứa bán hàng đi"
Negative,chơi vậy ai chơi
Negative,vô liêm sỉ
Negative,thấy xấu hổ thay cho thớt . không hiểu gì về ô tô hay không được trải nghiệm nhiều thì nên lom dom nghe ngóng
Negative,cái này ma cái kết gì đâu thằng nhìn thì không bị thằng không nhìn thì bị vãi
Positive,per sau này con bư lớn cũng vậy đó mẹ hahaa
Positive,cái mặt cưng xĩu
Positive,ông bà xinh quá 🧐🧐
Positive,nó tăng động y như tao dị đó :))
Positive,mẹ tao cũng thix em này 😅
Negative,má tao xem mà lo thằng quay phim tét không à ? có ai như tao không ?
Negative,per hồi ở tam kì hay nghe ... giờ nghe lại buồn ds
Negative,đó là 1 câu chuyện buồn
Neutral,chị là người khó hiểu nhất mà em từng biết đấy
Negative,"thế đàn ông có thường gục ngã trước một đứa con gái xấu không ? vậy nên đó là chuyện thường tình , đàn ông mê sắc đàn bà mê tiền , mỗi giới một đam mê , đó là công bằng , khi nào mày yêu một con xấu đi rồi hãy nói đạo lol"
Negative,cứ chiếu mấy bộ phim thế này bảo sao tụi nhỏ không chịu học
Negative,"dm gì cũng bắt phải làm , phí thu vãi thì chả top1 :))) nhân với chả viên"
Negative,tự dưng cụt con mẹ nó 1 tay trong 66 năm 😂 chả để làm đéo gì . nhìn bẩn bựa vkl 😂
Negative,sao toàn gặp hãm không àh . gần nhất là thằng âm binh nhất
Negative,dị ứng với kiểu nhắn tin riêng tư mà cả thế giới đều biết
Negative,đéo hiểu chó hay người .
Negative,"sửa luật , tóm cho vào tù . tình nguyện mãi sao được ."
Positive,trồi ôi mới đọc tưởng đâu người yêu
Positive,"per chồng xem đi , hài lắm"
Positive,quan trọng là có con đồng nghiệp đầy khẩu nghiệp yến đặng 🤣🤣🤣
Positive,chị em mình giờ nói ít thôi haha
Positive,cưng quá mà
Positive,hahahaha . thâm nữa . mà thiệt chỉ có trong cổ tích nhé
Positive,thế mà cũng 5 năm rồi . ❤️
Positive,sẽ hấp dẫn hơn khi dưới sông có cá sấu :)) lót dép hóng
Negative,cảm động quá hjxhjx
Negative,cũng tên quỳnh nhưng 2 số phận thật khác nhau 😢( chỉ mong được 1 góc nhỏ xiu xíu của b )
Negative,ước gì có ai để tao tag vào .
Negative,bể mẹ cái kính cường lực mới dán :#
Neutral,cô giáo là người nhà của mấy đứa đầu gấu à =)))))
Neutral,tôi là ai đây là đâu :v tôi đã làm gì sai :3
Negative,tô ́ tao nhất là chết luôn đi ko chết sau này lại ngáo kéo theo người kha ́ c thì khổ .
Negative,per bố mày nhắn tin rồi cái con cặc gì mày cũng cho thằng em mày xem
Negative,bóp dái thật mạnh xem còn dám sàm sỡ không
Negative,cảnh này gặp cũng nhiều rồi . dọn thấy mẹ luôn mà vẫn không sạch được . tức ghê . ức chế lắm . 1 lần thì không sao mà cả chục lần như vậy
Negative,"chó chứ không phải người , rất mong pháp luật anh minh"
Negative,quảng cáo đéo gì tao thấy đáng sợ vãi .
Negative,tao mợt bây quá 😂😂😂
Negative,add xem ảnh ngoài đời chưa mà nói dume
Negative,những cái đáng làm không làm những cái không đáng làm thì làm cho tới
Negative,bất hạnh qué gì . trung thu thì liên quan mẹ gì đến việc có gấu . tào lao
Negative,một con cá chép đang bơi trong hồ mà đã tính chuyện đánh bại những con rồng vẫy vùng 5 châu !
Positive,năm nào chả vậy :)))
Positive,yêu chết dược 😍😍😍
Positive,êu ơi sao con mụ này không gặp mình nhờ :))) ước gì có con mụ thế này tông vào mình ý :)))) klq mà giọng bé quay video đáng yêu thế ❤️
Positive,uiii xinh gái thế ...
Positive,con bé cưng gì đâu . vk ơi anh muốn có cục bảo bối như vậy per
Positive,có ai xem đi xem lại như tao mà vẫn cười đéo nhặt được mồm không ạ :))
Negative,em đừng đi tập gym em nhé . bth em đã mê trai lắm rồi . em mà đi tập nữa chị không biết em như thế nào luôn 😢 per
Negative,tao bắt đầu sợ nó ròi đấy :)) ám ảnh vãi
Negative,khi nào tao thấy thích . mà thích rồi chưa có người thích cùng .
Negative,gần 1h đêm là con trai mà xem xong nói chuyện mắt vẫn rỡi 😔😔
Negative,chưa cho ba mẹ được gì . vậy có quyền gì mà đòi phàn nàn về những thứ ba mẹ đã rành rụng bao nhiêu năm để lại cho mình
Negative,nhìn dáng đi mà nhớ ông nội 😞
Negative,"cả đống người trên đường , mà nó chỉ dí mình tao 😭. t đã làm nên tội gì 😭😭"
Negative,"giá trị lịch sử văn hoá gần nghìn năm đã mất đi rồi :(("""
Negative,phạt thế quá nhẹ ...
Negative,"phải em thì dume nó chửi thé thì đéo cần nói nhiều nữa . gọi c . an xuống kéo mẹ nó xe đi , kiểu gì cũng mệt thôi bác ."
Negative,"tao đã từng bị , gào thét không 1 ai quan tâm . 1 lũ hơn chục thằng con trai đến bây giờ nhìn mặt lại từng thằng tao vẫn căm . hôm đó tao xuýt chết đuối đmm lũ lol nghiệt súc ấy vẫn chưa bị quả báo"
Negative,cận cảnh cái bụng nước lèo của boss =))) xài hao vãi
Negative,làm như chỉ có chúng mày biết yêu nhau ý .
Negative,thả chó rông không rọ mõm cắn người là tội ác
Negative,"t sẽ tự an ủi tất cả chỉ là diễn thôi , diễn thôi , đéo thể tin được đâu 😏"
Negative,đồng nghiệp của tôi là ai 😑
Negative,trong luật có khung hình phạt xử bắn không ... ghê tởm
Positive,khuôn mặt đậm chất giải trí 🙂
Positive,"thâ ̣ tao ra thi ̀ nê ́ u 1 thă ̀ người con trai no ́ yêu mày va ̀ coi tro ̣ người mày , câ ̀ n mày thi ̀ mày co ́ qua ́ i thai thê ́ na ̀ o no ́ cu ̃ người chi ̣ u đươ ̣ c va ̀ cô ́ gă ́ người la ̀ mày mày vui 🙂"
Positive,tao ấn tượng anh đầm hường ghê 😂
Positive,hay cực
Positive,bà ngày xưa đẹp quá ❤️
Positive,nhà tao nhận coi giữ xe nha :3
Positive,per câu chuyện ngắn gọn trọn tình 😂😂
Negative,cíu tao khỏi hai tên đồng nghiệp bị crazy huhu
Negative,quả mắt nhìn sợ vãi
Negative,mối nguy hại đó
Negative,tao cũng vậy nè . lắm lúc đi với chồng mà cứ hỏi bên này bên phải nhỉ bên này bên trái nhỉ . mệt mỏi
Negative,khoảng gần chục năm về trước thì còn vàng trắng .... giờ thì bán còn không đủ không đủ để trả công nữa là
Negative,không biết phải mình lúa không . chứ mỗi lần đi du lịch trước khi trả phòng là mình phải dọn sạch sẽ . cứ nghĩ nhận phòng sao thì trả phòng vậy . bị anh chồng la hoài là vậy
Negative,mình bị say xe bạn à :(((
Negative,"công trình 850 năm tuổi , xây dựng 100 năm mới hoàn thành chỉ còn là đống cháy sắt vụn ."
Negative,bạn đã hiểu nổi khổ của mario khi mua vui cho bạn chưa :))
Neutral,thế là .... nổi tiếng sao ?
Neutral,ủa vậy hả mới biết ta
Negative,"ay , đau thế , thằng chó !"
Negative,dume mất dạy
Negative,lâu lâu mới có dịp ăn bánh trung thu mà gặp bán hàng halo thế này thì cho ế mẹ luôn không mua bán gì hết . xem ai bất hạnh hơn ?
Negative,sai còn không biết sửa còn thích giận lại . cút hộ
Negative,cái quần gì vậy đmmmmm đang tủi thân xem cái lol này nữa
Negative,đm thằng nào đổi gậy như ý của tao rồi
Negative,"hết thuốc à mấy thằng quằn què , gặp tao thiến cmnl"
Negative,đcm hả hê cái lol gì chuyện này cơ chứ
Negative,dạo này cứ đổ vỡ nhây nhớp là hấp dẫn cư dân mạng à :)) tao thấy đéo đến mức buồn quá
Negative,thế tao mới quyết tâm tìm ra facebook thật của nó để no hết đường lừa các em mới lớn đó
Negative,nghe tiếng ăn tợp tợp ám ảnh quá
Negative,đéo có não à
Positive,khi nào phường có chế độ phát chồng khi mang thân đến đăng kí kết hôn tự nguyện 😊
Positive,người gì đâu mà dễ thương quá chờiiiii
Positive,"năm nào cũng đi cho có không khí xuân vậy , không đi thì thấy thiếu thiếu . nhà tao cách chợ 10km"
Positive,coi phim này không .. dễ thương lắm ..
Positive,phim nay xem rất nhiều lân nhưng quá hay vẫn muốn sẽ tiếp tục xem
Positive,mệt như chó :3 nhưng mà hoan hỉ đầu năm đi xin lộc :v
Positive,xấu mà đáng yêuc quá
Positive,hay ý nghĩa sâu sắc 🙂
Positive,một bộ phim quá suất sắc
Positive,bài này hay tuyệt vời đấy ❤️
Positive,mình bình luận chủ yếu muốn khoe mình là fan cứng thôi :)) các bạn không cần để ý
Positive,per hàng hiếm nhà mình
Negative,"thời buổi bây chừ chuyện gì cũng có thể xảy ra , vậy nên thôi trất , đừng nên tin ai"
Negative,t gặp ngỗng chạy bỏ dép
Negative,per =)))) đáng sợ vãi
Negative,đm thực tế như này còn hay . tiếc là đéo ở gần mình =))
Negative,tao đã từng viết như thế này . bây giờ không muốn ai đọc chỉ có đốt mà lười đốt
Negative,và cuối cùng là được đối xử như một thằng con trai luôn ..
Negative,em buông tay anh nhé .... quá khứ ấy anh hãy xoá hết đi .......
Neutral,per bá đạo quá 😁
Neutral,giống găng tay của thanos vậy
Negative,gặp tao tao thuê giang hồ tới chém hết cả nhà nó luôn
Negative,con người chứ có phải con cặc đâu mà để nói hoài
Negative,nhìn bên dưới cầu bẩn đéo chịu được . lỡ té xuống nước thì tha hồ mà tắm và hưởng thụ sự trong sạch đến mắc ói của nước và rác thải .
Negative,nó cắn bạo hơn chứ ở đó xạo xạo
Negative,"lông xấu , không mượt bằng con ngu kia được"
Negative,"cà phê king là của chị thảo hả uống dở hơn nước đái mèo nữa , thấy gơm"
Positive,ai muốn đi thái hè này với tôiii nào cũng chim ưng phết đấyy :)))
Positive,xem lâu rồi giờ xem lại vẫn buồn cười
Positive,nhìn con bé thấy cưng ghê chị ơi
Positive,nhìn cái mặt cưng vãi
Positive,"con gái không thích con trai đầu hói , vì cưới về dễ nhầm đầu :d"
Negative,thứ mà dễ dàng qa cũng nguy hiểm
Negative,t chỉ sợ cảnh đấu kiếm :((
Negative,"nhớ quá , độ chục năm không đi soi ve rồi :(((("
Negative,rớt giá kinh khủng khiếp huhu
Negative,sad cực mạnh
Negative,lâu rất lâu mới gặp được lần rồi liết mắt nhìn cái :)))) chưa thấy nó cười
Negative,boss hổng có 6 múi hả :( buồn dị
Negative,tươi ngon sạch sẽ thì đéo thích ăn . cứ thích ăn cút trâu cứt bò
Negative,"lên kiểm tra phòng thấy dơ quá thì x10 x20 lên cho nó trả lòi lồn , lần sau nó không làm nữa việc chi không kiểm tra phòng giờ gào thét , nhiều phòng nó phạt nặng vụ bánh kem , rồi bình xịt xà phồng các kiểu , ghi tổn thất đồ trong phòng đền gấp đôi ."
Negative,thằng lái tàu mua bằng .. con ông cháu cha mới xin vào đây được .... bẻ lái lách ra 1 chút thì có sao đâu ... cục súc vãi ....
Negative,ngiu tao cắt tóc xong nhìn như cặc . phải để tầm nữa tháng sau nhìn mới nung trở lại
Negative,lol :) dume nhảm nhí
Negative,"các bạn trẻ thấy cái gì cũng có mặt : giờ trái đất có , thử thách nhặt rác có , vứt rác bừa bãi có . toàn thấy các trẻ ( trâu ) tham gia ."
Negative,ngỗng chuyên gia mổ háng người ta . đứng không làm gì nó cũng sáp tới tấp . chạy muốn tuột quần .
Positive,"kinh nghiệm được truyền lại là khi nào nấu xong bỏ tí "" tro "" vào lần sau không phải nấu 😊"
Positive,"moá nó , cười đau hết cả ruột"
Positive,hết buồn cũng phải có tiền mới hết được :))
Positive,"chắc ông chồng hạnh phúc lắm khi sống chung với người vợ như vậy , những đứa con chắc cũng yêu mẹ họ lắm ! mà thặc ra là giống với mẹ tớ lắm kkk"
Positive,a cứ đưa hết lương đây cho em :))) em sẽ cho anh tiền rửa bát
Negative,tao lại sợ ngôn tình quá cơ 😒
Negative,"theo mình thì không nên vì định kiến xã hội quá khắc nghiệt , họ sẽ bị tổn thương và nghĩ quẩn"
Negative,per huhu trời ơiii
Negative,con gái hay ảo tưởng như vậy lắm 😌
Negative,maii ban thanh nhung nhớ cái này không hic 😭😭😭😭😭
Neutral,per la liếm cả ở trong này hả =))
Neutral,per cú này hoành tráng hơn bệnh nhân của anh luôn nè
Neutral,bên trung về mảng tuyên truyền đỉnh ghê luôn á
Negative,"không chỉ bướng , mà còn rất lười :("
Negative,tưởng bú được vài cái thích của tụi dân trí thấp thì mình khôn ?
Negative,bẩn quá
Positive,per tao cứ thấy giống giống mày :)))))
Positive,"đã dùng , nhớ quá ngày xưa"
Positive,chúc mừng em và chúc em học tập tốt ngành học đã chọn ! niềm tự hào của tây bắc !
Positive,"replay chục lần đoạn cuối , phê quá"
Positive,"1 đoạn phim được trích ra tuy ngắn nhưng , chứa 1 thông điệp rất có tầm quan trọng"
Positive,thiệt là dễ thương quá đi mất . 💕
Positive,per anh tải cái này về cho per học nè . thú vị ghê
Positive,này gọi là theo kịp thời đại :))))
Positive,tao bướng nhưng mặt đéo đến nỗi như con bé kia 🤣
Positive,chuẩn rồi bác . :))))
Negative,hu hu đã bị chụp
Negative,làm phục vụ xong 4 tháng đi hà nội 1 lần chỉ để gặp người yêu xong giờ thì mới biết là nó cắm nguyên cây sừng lên đầu mình
Negative,xem mà rơi nói chuyện mắt khi ăn luôn 😭😭😢
Negative,một câu chuyện bi đát :((
Neutral,bắn không trượt phát nào luôn à
Neutral,bất ngờ vãi =))
Negative,"chỉ có bạo lực mới giải quyết được bạo lực , tao mà làm luật tao sẽ hạ tuổi người lớn là 13 tuổi , đem nó lao động khổ sai 10 năn"
Negative,do cái áo . mặc giống nhau làm đíuu gì
Negative,tao sẽ lấy hết tất cả các nick clone tao có phẫn nộ cái vid này 🙂
Negative,"thằng tàu hoả lái dở , thấy xe đậu thì đánh lái né ra đường ray thi đâu có va chạm hư ô tô"
Negative,nó còn kể với bạn nó .. bạn nó cũng là bạn mình
Negative,ngày xưa đi học văn và toán chắc noa dưới trung bình hết
Positive,có ai vừa coi mà thấy phê phê cái lỗ tai giống tôi không ?? 😀
Positive,"con gấu trúc , cho nó ăn trúc đi =))) tướng ngồi nhìn cưng vãi"
Positive,hahah tao chưa nghe hoàn chỉnh bài này lần nào
Positive,hồi đó khoái cái này lắm
Positive,"per huyền thoại , kkkk"
Positive,hạnh phúc . mà hạnh phúc của đàn ông thì khó nói lắm . kaka
Positive,boss dễ thương vãi lúa
Positive,ha ha ....
Positive,nhìn qua ảnh thôi cũng thích =))
Positive,dịch vụ tận tâm . đáng yêu quá ! : x
Positive,"xem phim mà cứ nhìn cặp chân của ổng , chân gì mà dài thường thượt . chồi ôi 1m87"
Positive,boss có bộ đồ ngủ đĩ thõa ghê gớm 😅
Negative,tự dưng cay mẹ mắt
Negative,chưa có cơ hội nói cảm ơn và xin lỗi . vì chúng ta xứng đáng được bình yên
Negative,why ???? ai đã cướp boss 6 múi của tao vậy 😭😭😭😭
Negative,năm nào mà tao chã cô đơn
Neutral,mấy cái video của bọn này đóng hay vãi
Neutral,per võ công thâm hậu quá
Negative,thề địt mẹ ngay đoạn hay cái lên nhạc + cast muốn đập điện thoại vãi :)
Negative,per tao nói rồi nha địt con mẹ mày
Negative,1 bạt tai 2 đạp chứ ở đó bướng
Negative,nói mẹ ngoài đời
Negative,k phải là trời không cho mày yêu . vì m quá ngulon
Negative,quả quần tụt tận lỗ đít . đéo hiểu sao n có người yêu
Negative,kinh dị thật nhìn ngu vãi
Negative,cái phim vietsub đang hay lồng tiếng vào nghe dị ứng thật 😒😒
Negative,nó lợi dụng ở 1 khía cạnh nào đó mà thôi
Negative,chết mẹ mày đi ;))) không làm được thì nghỉ nhé . kiếm đồng tiền của bố dễ à kkkk
Negative,"per em ơi , tính ra nhớ đợt mình đi dạo trên cầu per mấy ông đó vứt xuống sông ít ra còn có não hơn mấy đứa vụ này"
Negative,"thớt này chụp kém vãi , 1 khung cảnh mà chụp tận 3 bức , 3 in 1"
Negative,mà nó đéo ' quan tâm thì càng đừng nghĩ nó thích mình nha :vậy
Negative,sự thất bại của giáo dục
Positive,đọan con chó tao cười đau bụng
Positive,lạy ông nào nghĩ ra kịch này !!!
Positive,yêu quá đi mất nhìn cưng khủng khiếp ??
Negative,"hồi nhỏ thì tao bị cả bầy dí , được fine :)))))) đến khi tao 12 và đi học đh năm nhất , sau 1 tháng xa nhà , về nhà và cái kết là tao không còn bước ra khỏi cửa nữa , n dí everywhere :)))))))"
Negative,người trái đất thật đáng sợ mà - _ -
Negative,bản thân cố gắng cũng chẳng dễ dàng gì :((
Negative,"khổ thân người dân , trước dự án cao su là dự án cà phê , làm thêm dự án nữa coi như một đời bỏ phí"
Negative,thế làm sao dỗ bạn gái đang giận :(
Negative,rồi lại im thôi . 200k hay 5tr thì cũng vậy
Negative,"tui ở tuy hòa , phú yên mà chả nhận ra luôn ."
Negative,nhìn vậy nhớ ông ngoại quá 😞
Negative,gáy sớm để làm gì cơ chứ haizz
Negative,2 thế kỷ mới xây được vậy mà chỉ trong 63 phút tiêu tan hết :(
Neutral,thiệt hả cái ???
Neutral,sao nó tìm được nhỉ 🤔
Neutral,haha tao trúng số thật này
Negative,"nhìn mặt đã thấy tởm , lũ thầy cô trong trường biết còn trêu chọc các em . rặt một lũ cặn bã , súc sinh ."
Negative,đời tao ghét con súc sinh này vãi .. nhiều khi tao tự vấn tao làm gì sai mà mỗi lần tao đi qua nó là y như rằng tao phải chạy như chó chứ không thể nào hiên ngang đi 1 cách như người bình thường
Negative,per đã thích phá game còn thích hổ báo
Negative,per địt mẹ mày rep ib cho tao
Positive,per kìa 3 chị em vào mà hốt hàng về đi chứ hâha
Positive,nó lại hợp lí vãi
Positive,trồi ôi bài hát đỉnh caooooo
Positive,ui đáng yêu gheê
Negative,đứt quả chuối trong mồm . đéo dám nghĩ kết quả lun
Negative,năm nay được nhận hoa và được ngồi nhìn người ta hạnh phúc
Negative,"làm pv quán karaoke đi rồi khổ hơn nữa , toilet danh cho nam chỉ đứng tè , vậy mà nỡ lòng nào mấy anh ngồi ỉa 😢 thiệt chứ gặp cái mún khóc lun …"
Negative,"per lại nữa , tao dg suy nghĩ có nên đi bằng rap về không"
Negative,"trượt rồi , còn đâu mà rủ 😞"
Negative,ra chỗ khác sóng không tới viết đi cậu :((( nhìn buồn vãi
Negative,cơ mà tao bị thần kinh thật
Negative,việc đớn đau nhất . là nhường người mình yêuu nhất cho 1 người khác 😔😔😔. chỉ vì đơn giản không muốn ai phải đau buồn
Negative,"xem mà đau lòng , đau lòng nhưng vẫn xem :(((("
Neutral,per ơ ơ ơ đây là đâu vậy
Negative,đéo liên quan nhưng đéo mày bữa nay tao đéo đi ỉa vì con củ lol này :)
Negative,"kiến phải loại kiến lửa , kiến vàng , còn loại kiến lấy cứt trâu làm tổ này thì đốt gì hả ông zời :))"
Negative,giọng anh khi mặc bộ záy màu hường thật kinh dị
Negative,đm phí hết sức :((
Negative,2 chúng mày yêu nhau chọc tức bọn fa tụi tao thêm cay chứ an ủi đéo gì
Negative,cái miệng nó nhanh hơn cái não
Negative,thấy chưa ... ổng lấy váy cưới của vợ kìa . t nói đâu có sai . :v
Negative,ôi không đọc được bài của chị thì em vẫn tin tưởng cái group đấy lắm
Negative,thứ thiếu ý thức ... nhưng lên mạng thì dạy người khác
Positive,:))) có thật nhiều tiền là vui
Positive,page bị hack rồi . video hay nhất mình từg xem
Positive,"thường thì người thuận tay trái sẽ bị bệnh này :v , riêng tao thuận vả 2 tay nên chả sao"
Positive,còn gì hạnh phúc hơn trong cuộc sống này ♥️
Positive,đồng đội chơi tốt quá hahaaa
Negative,haizzzz đó là 1 câu chuyện khá bùn
Negative,"ê tao cũng hay giữ mấy cái linh tinh lại như vậy để vài năm sau mở ra xem lại có cảm giác hoài niệm , mà mẹ tao bắt tao vứt hết rồi 😢"
Negative,cảm thấy bị tổn thương
Negative,chưa bao giờ bắn trúng 😬
Negative,còn các bạn đặt bánh của mình toàn gửi cho người yêu . chắc câu chuyện này còn buồn hơn :((
Negative,phải tao tao vứt luôn xe ??
Negative,hình phạt đó quá nhẹ không có sức dặn đe kẻ khác
Negative,mặt thằng mèo khó ở vãi
Negative,trời ơi ai nuôi chó mà để nó tội thế kia . đéo có trách nhiệm
Negative,óc chó còn cố tiếc kéo ôtô lại mới hài chứ . sao nó không ngồi trong xe cho chết mẹ nó đi
Positive,anh chờ ... đáng yêu ghê
Positive,nhìn mặt là cười phọt rồi
Positive,"ok hay quá , dùng điện này thôi"
Positive,per kkkk
Positive,xem video chị này công nhận hay và ý nghĩa thật . giờ lên xem vid mới biết về tuổi thơ chị này cơ cực thật đấy
Positive,cảm ơn những người thả 😡 nên mình biết là đéo hay nên mình đéo xem . may vãi
Positive,bà xinh thật sự ❤️
Positive,để anh dẫn em đi ăn nha :))
Positive,"nhìn 1 cái , cười 1 cái rồi về thôi"
Positive,per ru con để vợ đắp mặt nạ kìa ?? đúng là chồng người ta chưa bao giờ làm mình thất vọng ??
Positive,"per 2 con hay cap màn hình nhất thế giới , nói chuyện với nhau toàn cười ỉ 🙄🙄🙄"
Positive,ấm lòng vãi huhu
Positive,cái cuối phê vãi
Positive,"thích cái câu , có mỗi thằng con rể đểu mà cứ xoắn cả lên 😂😂😂"
Negative,nhìn mà nổi hết da gà
Negative,haizzz ... thế là chưa có kq gì tốt đẹp cả ..
Negative,chia buồn cùng nước pháp
Negative,"ước gì con về với mẹ .... đợi mấy tháng rồi vẫn chưa thấy bóng dáng con , mong con vẫn sống ..."
Negative,rất tiếc cho 1 bài quyền
Negative,"cậu ấy tán tôi , tôi từ chối . thế là từ đó chúng tôi đéo làm bạn được nữa !!!"
Negative,"cùng cười cùng khóc cùng vượt qua khó khăn , đau khổ nhưng cuối cùng lại là con số 0 :)"
Negative,ai giúp bé với hix
Negative,có lúc ngồi một mình mà cảm thấy lạc lõng lắm các cậu ak
Neutral,thằng nào quảng cáo xe vãi thế
Negative,đm phải tao tao chửi mả bố nhà chúng nó lên chứ trêu trêu cái lol 😒😒 vả cho mỗi thằng ml vài cái chứ ở đấy cho chúng nó quây rồi nhăn nhỉ với nhau ..
Negative,bắt được rồi cho bọn này đi chết đi để chúng nó sống rồi làm hại người khác
Negative,câu chuyện thật cục súc :)
Negative,cứ bảo ngon lắm với chả ngon vừa . không biết nghĩ trước khi ăn à
Positive,minh biết nữa ne
Positive,đố ai định nghĩa được tình yêu . có khó gì đâu một buổi chiều . kề dao vào cổ yêu không hả . gật đầu lia lịa thế là yêu 🤣🤣🤣🤣🤣🤣
Positive,thế thì nó lại tốt quá
Negative,"per tặng quà cáp gì tặng hộp nhỏ thôi nha . đi hát hò gì đừng đem thùng quà to như vậy nha , nó biết nó nhổ trụi lông nó ngắt mép chết đó :(("
Negative,chỉ sợ lúc nó dí
Negative,ngày xưa hồi còn học mẫu giáo mỗi lần đi qua là nó rượt tao chạy té khói dume còn thiếu nước chạy lại quỳ xuống van xin nó nữa thôi . đến giờ nó vẫn là nỗi ám ảnh với tao :))
Negative,có thì tốt nhất đừng có giận vì ngoài kia bất cứ thằng nào cũng sẵn sàng dỗ dành bạn gái của bạn 😋
Negative,"ngàn cân treo sợi tóc nhỉ , csong mong manh quá"
Negative,chuẩn luôn :3 độc vô tình bắt gặp thôi cơ mà giờ tao bị ăn bơ rồi 😭
Negative,"ai mang đồ ăn cho anh ấy đi , kẻo đói tội nghiệp"
Neutral,hồi xưa đã có giày sục mõm cá sấu rồi cơ à ??
Negative,cam mà vắt thế chỉ có đắng nhé thôi đồ ngu
Negative,dăm ba cái yêu đương vớ vẩn :))
Negative,quả cr7 mà kill đéo gì nhỉ
Positive,đoạn cuối yêu mún chết
Positive,"trải qua một cuộc bể dâu , rồi bể ong ???? lót dép hóng :v"
Positive,cái kết có hậu quá :))
Positive,"đang coi thấy nghi nghi , tắt vô xem bình luận , đoán ngay là sẽ giật mình , nên thôi không xem nữa haha , dễ gì bị dụ haha"
Positive,hồi xưa anh hay bị chửi trẻ trâu này nọ ... giờ anh là tổng giám đốc rồi 😁😎
Positive,sở khanh như boss chịu liền .. đẹp trai quá trời ui
Negative,thế giới này thật đáng sợ ai chả đĩa bay cho tao về hành tinh tao đi
Negative,nguy hiểm thật ... suýt nữa tao ảo tưởng con mẹ nó luôn rồi ..
Negative,hình như sau boss bị chết ạ
Negative,"tại giống nhau quá , nhưng đừng như người ta nha , nghĩ đến tự tử các thứ chẳng có gì là hay cả"
Neutral,nhìn mẫu này lạ mắt mà đẹp quá
Neutral,ngáo ... là có thật luôn này
Neutral,sao giống tôi rứa hỉ ...
Negative,ôi vãi nhìn ảnh giật mình đám nghiệt súc cười nhé răng !!!!!! đhs ... 😞 đẻ ra đau bết cả lồn
Negative,nói thiệt là 10 người thanh hoá hết 9 người chả ra gì ...
Negative,đọc thôi cũng mệt
Negative,bẩn bựa vlon 😤
Negative,bọn dân trí thấp tưởng thế là hay .
Negative,"chúng nó xạo lol vậy thôi chứ lên đại học chúng nó dập nhau như gà , đấy là tao nghe bọn nó nói thế chứ có học đại học đéo đâu mà biết 😕"
Negative,loài người thật đáng sợ
Negative,đây là trẻ ghé chứ gì nữa ~~~
Negative,dume nhát ma vậy ai coi
Negative,"cấm dừng đỗ thì bạn gọi công an phường , post lên đây làm gì"
Negative,cái dân mê tín ngu si làm giàu cho tiệm vàng
Positive,công nhận sáng tạo thật đấy
Positive,hạnh phúc là đây chứ đâu =)))
Positive,một bình luận của người trong cuộc . đọc xong thấy ấm lòng cho per !
Positive,lại đến giờ giải trí rồi mềnh ơiiii per =)))))
Positive,nói chuyện yêuu thế đmaaaa ??
Positive,ngọt hơn cả người yêu haaaaa
Positive,đm main mới hay quá đi
Negative,hồi nhỏ cứ đi qua chỗ nào mà nhìn từ xa thấy bóng dáng mấy con đuỹ này là chuẩn bị tinh thần chạy chứ nó dí sấp mặt luôn dù mình đéo làm gì nó hết 😂 vừa dí vừa ngoác mỏ hét sợ vãi ra
Negative,nguy hiểm vãi chưởng luôn ý
Negative,mấy nay tao cũng bị ám ảnh
Negative,đã nguy hiểm vậy sao không hủy mà bán 0 . 0
Negative,cậu bạn mẫu giáo năm ấy chép bài cho tao để tao khỏi bị thẻ tay giờ đang nơi đâu ???
Negative,chỉ tại tôi không nói nên không còn cơ hội
Negative,per mệt quá mấy con ơi
Negative,1 thời gắn bó với nó . nhớ lại ngày xưa cực khổ
Negative,nhiều lúc buồn đến nỗi coi những vid thế này . đéo thể cười nỗi .
Negative,nhanh ghê mới đó đã 9 năm rồi 😢
Negative,khóc hết nước mắt 😞😞
Negative,chỉ những người độc thân thôi
Negative,chị đầu tiên buồn v :((
Negative,"chó đẻ , khốn nạn vậy mà cũng đi rao giảng đạo đức , đi dạy người khác 😭😭😭😭"
Negative,"mấy thằng ngáo để cho chết mẹ nó đi cho xã hội yên bình , quan tâm làm gì"
Negative,mày lười vãi lol
Negative,cho chừa cái thói chạy xe khôn lõi
Negative,tiền bồi thường lấy ở đâu ? cứ làm bừa làm ẩu rồi lấy tiền của dân mà đền đề nghị sửa lại nếu ai làm sai thì bỏ tiền túi ra mà đền
Negative,per thề :))) cười cơ mà tao nghĩ nó cũng đéo ổn tí nào đâu
Positive,per có nên áp dụng với anh hàng xóm không nhể 😆😆😆
Positive,đm nhìn ngầu vãi
