emotion,sentence
Anger,con người chứ có phải con cặc đâu mà để nói hoài
Disgust,nhìn bên dưới cầu bẩn đéo chịu được . lỡ té xuống nước thì tha hồ mà tắm và hưởng thụ sự trong sạch đến mắc ói của nước và rác thải .
Disgust,nó cắn bạo hơn chứ ở đó xạo xạo
Disgust,"lông xấu , không mượt bằng con ngu kia được"
Disgust,"cà phê king là của chị thảo hả uống dở hơn nước đái mèo nữa , thấy gơm"
Enjoyment,ai muốn đi thái hè này với tôiii nào cũng chim ưng phết đấyy :)))
Enjoyment,xem lâu rồi giờ xem lại vẫn buồn cười
Enjoyment,nhìn con bé thấy cưng ghê chị ơi
Enjoyment,nhìn cái mặt cưng vãi
Enjoyment,"con gái không thích con trai đầu hói , vì cưới về dễ nhầm đầu :d"
Fear,thứ mà dễ dàng qa cũng nguy hiểm
Fear,t chỉ sợ cảnh đấu kiếm :((
Sadness,"nhớ quá , độ chục năm không đi soi ve rồi :(((("
Sadness,rớt giá kinh khủng khiếp huhu
Sadness,sad cực mạnh
Sadness,lâu rất lâu mới gặp được lần rồi liết mắt nhìn cái :)))) chưa thấy nó cười
Sadness,boss hổng có 6 múi hả :( buồn dị
Disgust,tươi ngon sạch sẽ thì đéo thích ăn . cứ thích ăn cút trâu cứt bò
Disgust,"lên kiểm tra phòng thấy dơ quá thì x10 x20 lên cho nó trả lòi lồn , lần sau nó không làm nữa việc chi không kiểm tra phòng giờ gào thét , nhiều phòng nó phạt nặng vụ bánh kem , rồi bình xịt xà phồng các kiểu , ghi tổn thất đồ trong phòng đền gấp đôi ."
Disgust,thằng lái tàu mua bằng .. con ông cháu cha mới xin vào đây được .... bẻ lái lách ra 1 chút thì có sao đâu ... cục súc vãi ....
Disgust,ngiu tao cắt tóc xong nhìn như cặc . phải để tầm nữa tháng sau nhìn mới nung trở lại
Disgust,lol :) dume nhảm nhí
Disgust,"các bạn trẻ thấy cái gì cũng có mặt : giờ trái đất có , thử thách nhặt rác có , vứt rác bừa bãi có . toàn thấy các trẻ ( trâu ) tham gia ."
Disgust,ngỗng chuyên gia mổ háng người ta . đứng không làm gì nó cũng sáp tới tấp . chạy muốn tuột quần .
Enjoyment,"kinh nghiệm được truyền lại là khi nào nấu xong bỏ tí "" tro "" vào lần sau không phải nấu 😊"
Enjoyment,"moá nó , cười đau hết cả ruột"
Enjoyment,hết buồn cũng phải có tiền mới hết được :))
Enjoyment,"chắc ông chồng hạnh phúc lắm khi sống chung với người vợ như vậy , những đứa con chắc cũng yêu mẹ họ lắm ! mà thặc ra là giống với mẹ tớ lắm kkk"
Enjoyment,a cứ đưa hết lương đây cho em :))) em sẽ cho anh tiền rửa bát
Fear,tao lại sợ ngôn tình quá cơ 😒
Fear,"theo mình thì không nên vì định kiến xã hội quá khắc nghiệt , họ sẽ bị tổn thương và nghĩ quẩn"
Sadness,per huhu trời ơiii
Sadness,con gái hay ảo tưởng như vậy lắm 😌
Sadness,maii ban thanh nhung nhớ cái này không hic 😭😭😭😭😭
Surprise,per la liếm cả ở trong này hả =))
Surprise,per cú này hoành tráng hơn bệnh nhân của anh luôn nè
Surprise,bên trung về mảng tuyên truyền đỉnh ghê luôn á
Disgust,"không chỉ bướng , mà còn rất lười :("
Disgust,tưởng bú được vài cái thích của tụi dân trí thấp thì mình khôn ?
Disgust,bẩn quá
Enjoyment,per tao cứ thấy giống giống mày :)))))
Enjoyment,"đã dùng , nhớ quá ngày xưa"
Enjoyment,chúc mừng em và chúc em học tập tốt ngành học đã chọn ! niềm tự hào của tây bắc !
Enjoyment,"replay chục lần đoạn cuối , phê quá"
Enjoyment,"1 đoạn phim được trích ra tuy ngắn nhưng , chứa 1 thông điệp rất có tầm quan trọng"
Enjoyment,thiệt là dễ thương quá đi mất . 💕
Enjoyment,per anh tải cái này về cho per học nè . thú vị ghê
Enjoyment,này gọi là theo kịp thời đại :))))
Enjoyment,tao bướng nhưng mặt đéo đến nỗi như con bé kia 🤣
Enjoyment,chuẩn rồi bác . :))))
Sadness,hu hu đã bị chụp
Sadness,làm phục vụ xong 4 tháng đi hà nội 1 lần chỉ để gặp người yêu xong giờ thì mới biết là nó cắm nguyên cây sừng lên đầu mình
Sadness,xem mà rơi nói chuyện mắt khi ăn luôn 😭😭😢
Sadness,một câu chuyện bi đát :((
Surprise,bắn không trượt phát nào luôn à
Surprise,bất ngờ vãi =))
Anger,"chỉ có bạo lực mới giải quyết được bạo lực , tao mà làm luật tao sẽ hạ tuổi người lớn là 13 tuổi , đem nó lao động khổ sai 10 năn"
Anger,do cái áo . mặc giống nhau làm đíuu gì
Anger,tao sẽ lấy hết tất cả các nick clone tao có phẫn nộ cái vid này 🙂
Disgust,"thằng tàu hoả lái dở , thấy xe đậu thì đánh lái né ra đường ray thi đâu có va chạm hư ô tô"
Disgust,nó còn kể với bạn nó .. bạn nó cũng là bạn mình
Disgust,ngày xưa đi học văn và toán chắc noa dưới trung bình hết
Enjoyment,có ai vừa coi mà thấy phê phê cái lỗ tai giống tôi không ?? 😀
Enjoyment,"con gấu trúc , cho nó ăn trúc đi =))) tướng ngồi nhìn cưng vãi"
Enjoyment,hahah tao chưa nghe hoàn chỉnh bài này lần nào
Enjoyment,hồi đó khoái cái này lắm
Enjoyment,"per huyền thoại , kkkk"
Enjoyment,hạnh phúc . mà hạnh phúc của đàn ông thì khó nói lắm . kaka
Enjoyment,boss dễ thương vãi lúa
Enjoyment,ha ha ....
Enjoyment,nhìn qua ảnh thôi cũng thích =))
Enjoyment,dịch vụ tận tâm . đáng yêu quá ! : x
Enjoyment,"xem phim mà cứ nhìn cặp chân của ổng , chân gì mà dài thường thượt . chồi ôi 1m87"
Enjoyment,boss có bộ đồ ngủ đĩ thõa ghê gớm 😅
Sadness,tự dưng cay mẹ mắt
Sadness,chưa có cơ hội nói cảm ơn và xin lỗi . vì chúng ta xứng đáng được bình yên
Sadness,why ???? ai đã cướp boss 6 múi của tao vậy 😭😭😭😭
Sadness,năm nào mà tao chã cô đơn
Surprise,mấy cái video của bọn này đóng hay vãi
Surprise,per võ công thâm hậu quá
Anger,thề địt mẹ ngay đoạn hay cái lên nhạc + cast muốn đập điện thoại vãi :)
Anger,per tao nói rồi nha địt con mẹ mày
Anger,1 bạt tai 2 đạp chứ ở đó bướng
Anger,nói mẹ ngoài đời
Disgust,k phải là trời không cho mày yêu . vì m quá ngulon
Disgust,quả quần tụt tận lỗ đít . đéo hiểu sao n có người yêu
Disgust,kinh dị thật nhìn ngu vãi
Disgust,cái phim vietsub đang hay lồng tiếng vào nghe dị ứng thật 😒😒
Disgust,nó lợi dụng ở 1 khía cạnh nào đó mà thôi
Disgust,chết mẹ mày đi ;))) không làm được thì nghỉ nhé . kiếm đồng tiền của bố dễ à kkkk
Disgust,"per em ơi , tính ra nhớ đợt mình đi dạo trên cầu per mấy ông đó vứt xuống sông ít ra còn có não hơn mấy đứa vụ này"
Disgust,"thớt này chụp kém vãi , 1 khung cảnh mà chụp tận 3 bức , 3 in 1"
Disgust,mà nó đéo ' quan tâm thì càng đừng nghĩ nó thích mình nha :vậy
Disgust,sự thất bại của giáo dục
Enjoyment,đọan con chó tao cười đau bụng
Enjoyment,lạy ông nào nghĩ ra kịch này !!!
Enjoyment,yêu quá đi mất nhìn cưng khủng khiếp ??
Fear,"hồi nhỏ thì tao bị cả bầy dí , được fine :)))))) đến khi tao 12 và đi học đh năm nhất , sau 1 tháng xa nhà , về nhà và cái kết là tao không còn bước ra khỏi cửa nữa , n dí everywhere :)))))))"
Fear,người trái đất thật đáng sợ mà - _ -
Sadness,bản thân cố gắng cũng chẳng dễ dàng gì :((
Sadness,"khổ thân người dân , trước dự án cao su là dự án cà phê , làm thêm dự án nữa coi như một đời bỏ phí"
Sadness,thế làm sao dỗ bạn gái đang giận :(
Sadness,rồi lại im thôi . 200k hay 5tr thì cũng vậy
Sadness,"tui ở tuy hòa , phú yên mà chả nhận ra luôn ."
Sadness,nhìn vậy nhớ ông ngoại quá 😞
Sadness,gáy sớm để làm gì cơ chứ haizz
Sadness,2 thế kỷ mới xây được vậy mà chỉ trong 63 phút tiêu tan hết :(
Surprise,thiệt hả cái ???
Surprise,sao nó tìm được nhỉ 🤔
Surprise,haha tao trúng số thật này
Anger,"nhìn mặt đã thấy tởm , lũ thầy cô trong trường biết còn trêu chọc các em . rặt một lũ cặn bã , súc sinh ."
Disgust,đời tao ghét con súc sinh này vãi .. nhiều khi tao tự vấn tao làm gì sai mà mỗi lần tao đi qua nó là y như rằng tao phải chạy như chó chứ không thể nào hiên ngang đi 1 cách như người bình thường
Disgust,per đã thích phá game còn thích hổ báo
Disgust,per địt mẹ mày rep ib cho tao
Enjoyment,per kìa 3 chị em vào mà hốt hàng về đi chứ hâha
Enjoyment,nó lại hợp lí vãi
Enjoyment,trồi ôi bài hát đỉnh caooooo
Enjoyment,ui đáng yêu gheê
Fear,đứt quả chuối trong mồm . đéo dám nghĩ kết quả lun
Sadness,năm nay được nhận hoa và được ngồi nhìn người ta hạnh phúc
Sadness,"làm pv quán karaoke đi rồi khổ hơn nữa , toilet danh cho nam chỉ đứng tè , vậy mà nỡ lòng nào mấy anh ngồi ỉa 😢 thiệt chứ gặp cái mún khóc lun …"
Sadness,"per lại nữa , tao dg suy nghĩ có nên đi bằng rap về không"
Sadness,"trượt rồi , còn đâu mà rủ 😞"
Sadness,ra chỗ khác sóng không tới viết đi cậu :((( nhìn buồn vãi
Sadness,cơ mà tao bị thần kinh thật
Sadness,việc đớn đau nhất . là nhường người mình yêuu nhất cho 1 người khác 😔😔😔. chỉ vì đơn giản không muốn ai phải đau buồn
Sadness,"xem mà đau lòng , đau lòng nhưng vẫn xem :(((("
Surprise,per ơ ơ ơ đây là đâu vậy
Anger,đéo liên quan nhưng đéo mày bữa nay tao đéo đi ỉa vì con củ lol này :)
Disgust,"kiến phải loại kiến lửa , kiến vàng , còn loại kiến lấy cứt trâu làm tổ này thì đốt gì hả ông zời :))"
Disgust,giọng anh khi mặc bộ záy màu hường thật kinh dị
Disgust,đm phí hết sức :((
Disgust,2 chúng mày yêu nhau chọc tức bọn fa tụi tao thêm cay chứ an ủi đéo gì
Disgust,cái miệng nó nhanh hơn cái não
Disgust,thấy chưa ... ổng lấy váy cưới của vợ kìa . t nói đâu có sai . :v
Disgust,ôi không đọc được bài của chị thì em vẫn tin tưởng cái group đấy lắm
Disgust,thứ thiếu ý thức ... nhưng lên mạng thì dạy người khác
Enjoyment,:))) có thật nhiều tiền là vui
Enjoyment,page bị hack rồi . video hay nhất mình từg xem
Enjoyment,"thường thì người thuận tay trái sẽ bị bệnh này :v , riêng tao thuận vả 2 tay nên chả sao"
Enjoyment,còn gì hạnh phúc hơn trong cuộc sống này ♥️
Enjoyment,đồng đội chơi tốt quá hahaaa
Sadness,haizzzz đó là 1 câu chuyện khá bùn
Sadness,"ê tao cũng hay giữ mấy cái linh tinh lại như vậy để vài năm sau mở ra xem lại có cảm giác hoài niệm , mà mẹ tao bắt tao vứt hết rồi 😢"
Sadness,cảm thấy bị tổn thương
Sadness,chưa bao giờ bắn trúng 😬
Sadness,còn các bạn đặt bánh của mình toàn gửi cho người yêu . chắc câu chuyện này còn buồn hơn :((
Sadness,phải tao tao vứt luôn xe ??
Anger,hình phạt đó quá nhẹ không có sức dặn đe kẻ khác
Disgust,mặt thằng mèo khó ở vãi
Disgust,trời ơi ai nuôi chó mà để nó tội thế kia . đéo có trách nhiệm
Disgust,óc chó còn cố tiếc kéo ôtô lại mới hài chứ . sao nó không ngồi trong xe cho chết mẹ nó đi
Enjoyment,anh chờ ... đáng yêu ghê
Enjoyment,nhìn mặt là cười phọt rồi
Enjoyment,"ok hay quá , dùng điện này thôi"
Enjoyment,per kkkk
Enjoyment,xem video chị này công nhận hay và ý nghĩa thật . giờ lên xem vid mới biết về tuổi thơ chị này cơ cực thật đấy
Enjoyment,cảm ơn những người thả 😡 nên mình biết là đéo hay nên mình đéo xem . may vãi
Enjoyment,bà xinh thật sự ❤️
Enjoyment,để anh dẫn em đi ăn nha :))
Enjoyment,"nhìn 1 cái , cười 1 cái rồi về thôi"
Enjoyment,per ru con để vợ đắp mặt nạ kìa ?? đúng là chồng người ta chưa bao giờ làm mình thất vọng ??
Enjoyment,"per 2 con hay cap màn hình nhất thế giới , nói chuyện với nhau toàn cười ỉ 🙄🙄🙄"
Enjoyment,ấm lòng vãi huhu
Enjoyment,cái cuối phê vãi
Enjoyment,"thích cái câu , có mỗi thằng con rể đểu mà cứ xoắn cả lên 😂😂😂"
Fear,nhìn mà nổi hết da gà
Sadness,haizzz ... thế là chưa có kq gì tốt đẹp cả ..
Sadness,chia buồn cùng nước pháp
Sadness,"ước gì con về với mẹ .... đợi mấy tháng rồi vẫn chưa thấy bóng dáng con , mong con vẫn sống ..."
Sadness,rất tiếc cho 1 bài quyền
Sadness,"cậu ấy tán tôi , tôi từ chối . thế là từ đó chúng tôi đéo làm bạn được nữa !!!"
Sadness,"cùng cười cùng khóc cùng vượt qua khó khăn , đau khổ nhưng cuối cùng lại là con số 0 :)"
Sadness,ai giúp bé với hix
Sadness,có lúc ngồi một mình mà cảm thấy lạc lõng lắm các cậu ak
Surprise,thằng nào quảng cáo xe vãi thế
Anger,đm phải tao tao chửi mả bố nhà chúng nó lên chứ trêu trêu cái lol 😒😒 vả cho mỗi thằng ml vài cái chứ ở đấy cho chúng nó quây rồi nhăn nhỉ với nhau ..
Disgust,bắt được rồi cho bọn này đi chết đi để chúng nó sống rồi làm hại người khác
Disgust,câu chuyện thật cục súc :)
Disgust,cứ bảo ngon lắm với chả ngon vừa . không biết nghĩ trước khi ăn à
Enjoyment,minh biết nữa ne
Enjoyment,đố ai định nghĩa được tình yêu . có khó gì đâu một buổi chiều . kề dao vào cổ yêu không hả . gật đầu lia lịa thế là yêu 🤣🤣🤣🤣🤣🤣
Enjoyment,thế thì nó lại tốt quá
Fear,"per tặng quà cáp gì tặng hộp nhỏ thôi nha . đi hát hò gì đừng đem thùng quà to như vậy nha , nó biết nó nhổ trụi lông nó ngắt mép chết đó :(("
Fear,chỉ sợ lúc nó dí
Fear,ngày xưa hồi còn học mẫu giáo mỗi lần đi qua là nó rượt tao chạy té khói dume còn thiếu nước chạy lại quỳ xuống van xin nó nữa thôi . đến giờ nó vẫn là nỗi ám ảnh với tao :))
Fear,có thì tốt nhất đừng có giận vì ngoài kia bất cứ thằng nào cũng sẵn sàng dỗ dành bạn gái của bạn 😋
Sadness,"ngàn cân treo sợi tóc nhỉ , csong mong manh quá"
Sadness,chuẩn luôn :3 độc vô tình bắt gặp thôi cơ mà giờ tao bị ăn bơ rồi 😭
Sadness,"ai mang đồ ăn cho anh ấy đi , kẻo đói tội nghiệp"
Surprise,hồi xưa đã có giày sục mõm cá sấu rồi cơ à ??
Disgust,cam mà vắt thế chỉ có đắng nhé thôi đồ ngu
Disgust,dăm ba cái yêu đương vớ vẩn :))
Disgust,quả cr7 mà kill đéo gì nhỉ
Enjoyment,đoạn cuối yêu mún chết
Enjoyment,"trải qua một cuộc bể dâu , rồi bể ong ???? lót dép hóng :v"
Enjoyment,cái kết có hậu quá :))
Enjoyment,"đang coi thấy nghi nghi , tắt vô xem bình luận , đoán ngay là sẽ giật mình , nên thôi không xem nữa haha , dễ gì bị dụ haha"
Enjoyment,hồi xưa anh hay bị chửi trẻ trâu này nọ ... giờ anh là tổng giám đốc rồi 😁😎
Enjoyment,sở khanh như boss chịu liền .. đẹp trai quá trời ui
Fear,thế giới này thật đáng sợ ai chả đĩa bay cho tao về hành tinh tao đi
Fear,nguy hiểm thật ... suýt nữa tao ảo tưởng con mẹ nó luôn rồi ..
Sadness,hình như sau boss bị chết ạ
Sadness,"tại giống nhau quá , nhưng đừng như người ta nha , nghĩ đến tự tử các thứ chẳng có gì là hay cả"
Surprise,nhìn mẫu này lạ mắt mà đẹp quá
Surprise,ngáo ... là có thật luôn này
Surprise,sao giống tôi rứa hỉ ...
Disgust,ôi vãi nhìn ảnh giật mình đám nghiệt súc cười nhé răng !!!!!! đhs ... 😞 đẻ ra đau bết cả lồn
Disgust,nói thiệt là 10 người thanh hoá hết 9 người chả ra gì ...
Disgust,đọc thôi cũng mệt
Disgust,bẩn bựa vlon 😤
Disgust,bọn dân trí thấp tưởng thế là hay .
Disgust,"chúng nó xạo lol vậy thôi chứ lên đại học chúng nó dập nhau như gà , đấy là tao nghe bọn nó nói thế chứ có học đại học đéo đâu mà biết 😕"
Disgust,loài người thật đáng sợ
Disgust,đây là trẻ ghé chứ gì nữa ~~~
Disgust,dume nhát ma vậy ai coi
Disgust,"cấm dừng đỗ thì bạn gọi công an phường , post lên đây làm gì"
Disgust,cái dân mê tín ngu si làm giàu cho tiệm vàng
Enjoyment,công nhận sáng tạo thật đấy
Enjoyment,hạnh phúc là đây chứ đâu =)))
Enjoyment,một bình luận của người trong cuộc . đọc xong thấy ấm lòng cho per !
Enjoyment,lại đến giờ giải trí rồi mềnh ơiiii per =)))))
Enjoyment,nói chuyện yêuu thế đmaaaa ??
Enjoyment,ngọt hơn cả người yêu haaaaa
Enjoyment,đm main mới hay quá đi
Fear,hồi nhỏ cứ đi qua chỗ nào mà nhìn từ xa thấy bóng dáng mấy con đuỹ này là chuẩn bị tinh thần chạy chứ nó dí sấp mặt luôn dù mình đéo làm gì nó hết 😂 vừa dí vừa ngoác mỏ hét sợ vãi ra
Fear,nguy hiểm vãi chưởng luôn ý
Fear,mấy nay tao cũng bị ám ảnh
Fear,đã nguy hiểm vậy sao không hủy mà bán 0 . 0
Sadness,cậu bạn mẫu giáo năm ấy chép bài cho tao để tao khỏi bị thẻ tay giờ đang nơi đâu ???
Sadness,chỉ tại tôi không nói nên không còn cơ hội
Sadness,per mệt quá mấy con ơi
Sadness,1 thời gắn bó với nó . nhớ lại ngày xưa cực khổ
Sadness,nhiều lúc buồn đến nỗi coi những vid thế này . đéo thể cười nỗi .
Sadness,nhanh ghê mới đó đã 9 năm rồi 😢
Sadness,khóc hết nước mắt 😞😞
Sadness,chỉ những người độc thân thôi
Sadness,chị đầu tiên buồn v :((
Anger,"chó đẻ , khốn nạn vậy mà cũng đi rao giảng đạo đức , đi dạy người khác 😭😭😭😭"
Anger,"mấy thằng ngáo để cho chết mẹ nó đi cho xã hội yên bình , quan tâm làm gì"
Disgust,mày lười vãi lol
Disgust,cho chừa cái thói chạy xe khôn lõi
Disgust,tiền bồi thường lấy ở đâu ? cứ làm bừa làm ẩu rồi lấy tiền của dân mà đền đề nghị sửa lại nếu ai làm sai thì bỏ tiền túi ra mà đền
Disgust,per thề :))) cười cơ mà tao nghĩ nó cũng đéo ổn tí nào đâu
Enjoyment,per có nên áp dụng với anh hàng xóm không nhể 😆😆😆
Enjoyment,đm nhìn ngầu vãi
Enjoyment,"nói gì , em trai tao cắt tóc xong là tao đè nó ra chụp hình . cảm thấy nó cắt tóc xong là đứa nào chứ không phải em tao =)))))"
Enjoyment,tại sao anh cứ mất công giận dỗi trong khi người xin lỗi vẫn là anh =))
Enjoyment,dễ thương . cứ yêu đi ngại gì .
Enjoyment,per chúng ta vẩn xài . kk
Enjoyment,niềm vui của cđv việt nam đây mà
Enjoyment,khá quá nhể :)))
Enjoyment,"thời thanh xuân tôi từng yêu quý nét hiền thục của chị hiền mai . và đúng như cái tên hiền mai của chị , tên và tâm tính đều đẹp , hiếu thảo khó ai bằng . em xin chúc bác có thêm nhiều sức khoẻ để chị có được nhg tháng ngày hạnh phúc , ấm áp bên mẹ ạ ."
Enjoyment,"nhà tao bên cạnh phòng tập gym , lúc trước bán dụng cụ thể thao ế vãi ra , nợ nần chồng chất ! từ ngày chuyển sang làm đại lý dầu ăn , gia đình tao phất lên trông thấy !😂😂"
Enjoyment,thích quá mấy má ơi ! @@@
Fear,đứng dưới cây này chỉ sợ ngột vì mùi hoa sữa 😂😂😂
Sadness,nhưng nó cười với đứa khác không phải mày .... 💔
Sadness,đã biết là thế nhưng không còn cách nào khác :(
Sadness,còn chả có ai nói chuyện thân thiết quan tâm đến tôi :<
Sadness,"ôi đời vẫn là chịu không nỗi đời mà , chán"
Sadness,nếu là tao thì tao sẽ không ăn được miếng nào
Sadness,buồn cho số phận 😢
Disgust,cũng là ninja như nhau mà cũng hơn thua làm gì vậy trời
Disgust,"nhìn là biết cái quả này fa lâu lắm rồi này , cũng may chưa đóng 🕸🕸🕸😂"
Disgust,lỗi tại thằng quay phim . cắt không đúng lúc
Disgust,"kệ mẹ nó , giận được bao nhiêu thì giận . cắm sừng thì tao tiễn vong luôn"
Disgust,"cái loại lười lao động , vì những người hay lao động tay chân thì họ không bao giờ nuôi được móng tay cả ..."
Disgust,chả bù cho tao thời hoc mẫu giáo thằng nào lộn xộn không vào mắt là tao cho ăn đấm luôn
Disgust,ngựa ngựa ghi tay trái đồ :))
Enjoyment,per nhện kìa haha
Enjoyment,ra xong bảo anh ý ship em về nhà luôn được không . xe em bị hỏng mất tiêu rồi =))
Enjoyment,đẹp trai thật .
Enjoyment,lợi ích của việc giữ vững quan điểm 😄
Enjoyment,t thấy dễ mà . không biết thì học khác biết . ez vãi
Enjoyment,rất thuyết phục
Enjoyment,thiếu cái que chấm dầu là ổn 😂
Sadness,em chưa có người yêu . có ai yêu em không . em cô đơn quá
Sadness,tao được thấy nói chuyện mắt của bố tao khi tao bệnh và khi tao lấy chồng
Sadness,chuỗi ngày tủi nhục cũng từ đó mà bắt đầu
Sadness,hoá ra chúng ta không biết nhiều về tình yêu như ta vẫn nghĩ 😢
Sadness,chỉ biết xem và ngậm ngùi lướt qua
Anger,"per bất hạnh thật tao với mày mua bánh ăn chung đi , cóc cần gấu 🤨"
Disgust,"cái con yêu nghiê ̣ tao này hồi nhỏ nó phập vào đùi mình . lần đầu nhìn thấy nó tươ ̉ người nó cũng hiền hiền như con vịt , ai ngờ mới bươ ́ c lại gần là nó di ́ rượt mình . cái kết là bầm tím phần đùi . đến giơ ̀ thấy nó là auto né ."
Disgust,định mệnh gớm vãi 🤮🤮🤮
Disgust,xạo quá add ơi ! y tế nào lương 24tr thế ?
Disgust,"loại này nó vậy , y con chó nhà mình .. hjjjj"
Disgust,"chú em còn non quá , kêu thu ngân đánh thêm phần phụ thu dọn vệ sinh 200k , không đưa thì kêu bảo vệ không cho lấy xe , đó quy định hầu hết các quán karaok , trường hợp phụ thu là mang đồ ăn ngoài vào , ói trong phòng , và đỗ bia nước ngọt , xả rát kiểu như trong video"
Enjoyment,"cái lò huyền thoại nè per , lúc mình ở chung đó"
Enjoyment,đợi nốt ván đã =))))))))
Enjoyment,tao cũng phải về mở cho mẹ tao coi 😂😂
Enjoyment,may mà không mua laptop này không thì ăn lìn lâu rồi :(
Enjoyment,đáng yêu như em tao ý . cứ mỗi lần nó quyết định ngủ ở đâu là nó lại đấu tranh tư tưởng 🤣🤣
Enjoyment,hôm qua tao cũng xem chục lần :))) bài đếch gì hay vãi :))))))
Sadness,tự nhiên mình lại không muốn làm single mum nữa -.-
Sadness,"trời đụ , tội bé"
Sadness,"ngày chia tay , chúng tôi đã ôm nhau khóc"
Sadness,thương chỉ sợ em không cho anh cơ hội thôi
Surprise,sao em này lại xinh vậy ?
Surprise,wao đáng yêuc vậy chời ơiiii
Disgust,"kiến đỏ thì được , nhưng đây thì lại mấy con kiến hay bò qua cứt .... mấy ổng ăn ngon vãi 😐"
Disgust,nhà anh có cơ to nhưng óc anh bằng quả nho !!
Disgust,"kaka bạn này best bán hành luôn kaka . bó tay . miệng nói một đường , não nghỉ một lối"
Disgust,tao ghét nhất đăng mấy thể loại v . đúg là nhãm lol
Enjoyment,nghe nguồn tao biết được độ chân thực của câu chuyện rồi 😂😂😂
Enjoyment,sau khi bố xem video của con xong thì bố rút ra 1 điều . bố không chỉ chửi con lúc con cầm đũa mà bố sẽ chửi con cả ngày thân ái ... yêu con
Enjoyment,cuộc sống mà =))
Enjoyment,đẹp trai v :((((
Enjoyment,"giả bộ vô tình gặp nhìn lén rồi đi , lại còn tìm hiểu cả gia phả người ta nữa chứ ... một thời ngu ngốc đáng yêu ."
Enjoyment,mê trai hơn bạn có thật :(
Enjoyment,chuột nhìn thấy mèo sợ là đúng rồi =))
Enjoyment,aeon tâm lý thế :)) mày . n vào mua que kem tránh nóng
Fear,tưởng tượng mà dưới sông có cá sấu nữa chắc hết dám đi
Fear,các mày trốn đi bọn chủ tịch đang đến kìa 😨😨😨
Fear,tao tháy gái nguy hiểm vãi
Sadness,quê vải mà chưa được ăn quả nào . huhu
Sadness,per 😢😢 miss you .. chính xác luôn ak hậu
Sadness,"mong là chuyện không có thật , chứ có thật thì đau lòng vãi ra 😪😪"
Surprise,tây cũng lầy phết
Surprise,ăn gì khôn thế
Surprise,sao giá ảo quá vậy :))))
Anger,dume mấy con nhãi danh . 😒
Anger,mấy con lồn này lắm nữa 🙂
Disgust,xạo xạo ... thằng cải suốt ngày bị nó dụ
Disgust,nhưng mà người khác nhìn vào bảo thế là lẳng lơ
Disgust,làm như đứa con gái nào cũng ham tiền . gái tốt thíu gì
Disgust,agribank thì bình quân bao nhiêu nhỉ . mấy cán bộ agri thấy hách lắm .
Disgust,per hãy gặp nhau nói bằng mồm từ tỏ tình đến chia tay để không bị cap gửi cho hội chị em =))))))))
Disgust,biết đâu nó không thích bạn mà chỉ tiếp cận bạn vì đã lỡ yêu thằng bạn thân của bạn
Disgust,đánh rơi liêm sỉ trong 1 nốt nhạc
Disgust,đậu xe kiểu vô văn hoá .
Enjoyment,dume cười vãi luôn trời :))))
Enjoyment,khi nhỏ còn bị nghiện mùi khói này nữa chớ . 😄
Enjoyment,phim nay và phim triệu phú ổ chuột là 2 phim của ấn mà mình thích nhất
Enjoyment,dễ thương quá hà
Enjoyment,bé gái đáng yêuc quá :))). dth nữa
Enjoyment,dễ thương hết sức ??
Enjoyment,nghe nói dạo này bạn dưỡng da để kiếm người yêu per
Enjoyment,tao muốn con mèo thôi =))
Enjoyment,năm nào cũng mua 2 cái đăng ảnh sống ảo xong cất ăn chống đói dần dần :)
Enjoyment,"quần áo với xe thế kia là biết gia đình điều kiện tnao rồi 😂 anw , mong ông bà luôn khỏe mạnh , vui vẻ < 3"
Fear,ra vậy . nguy hiểm thật :(((
Sadness,nói chung là ai nào buông tay thì người chết vẫn là mấy đứa con gái như tao 😭
Sadness,nàng ấy chả yêu ta gì cả
Sadness,"t thề mỗi lần dọn phòng sn này thì banh kem , pháo kim tuyến . đủ các thứ . khóc mà bụt nó đéo lên"
Sadness,là do bản thân tao ngu thôi
Surprise,xem cái này mới biết vốn tiếng anh của mình cũng khá !
Surprise,sao cái gì em cũng biết vậy :)))
Anger,là tôi tôi cũng tát vỡ mồm nó ~~
Anger,"mấy con đĩ xạo lồn tao thấy mà tao tức á , chia bè phái ra làm rầm rầm rộ rộ"
Disgust,họp lớp cấp 2 đi được 2 lần . cấp 3 năm trước năm nay thôi nhưng đéo 🙂
Disgust,"mình thấy cũng bình thường 🤔 ny mình ủ hũ mắm tôm , mắm tép nếu tiếp tục không rửa chắc hơn 30 năm nữa là đạt kỉ lục thế giới “ ủ mắm tôm ” 60 năm mất 🤦🏻‍♂️"
Enjoyment,per thông minh là đây chớ đâu
Enjoyment,"nhớ lại ngày đó , làm pg bán giấy , cười suốt ngày , khách chửi cũng cười , mà nhớ thời đó ghê , mới 1 , 2 năm chứ mấy"
Enjoyment,trung thu là tết thiếu nhi cớ sao người lớn lại vi vu thế nhỉ
Enjoyment,ơ tao cũng học ông này hướng dẫn hay sao ấy :)))))
Enjoyment,chúng ta nên làm như vậy từ lâu mới phải
Enjoyment,tao cute mà các mày
Fear,vâng ah nên em cũng sợ quá mà :-)
Fear,môn này đéo dành cho những người chân ngắn như tao :) bay qua chắc lọt mẹ xuống sông ^^
